City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,south molton,51.0167,-3.8333,17.14,97,100,2.12,GB,1723606592
368,callao,-12.0667,-77.15,15.4,82,100,4.63,PE,1723606593
369,suva,-18.1416,178.4415,24.71,53,20,5.14,FJ,1723606595
370,badger,64.8,-147.5333,15.2,69,100,1.25,US,1723606596
371,essaouira,31.5125,-9.77,22.72,56,2,4.63,MA,1723606598
372,santo antonio,-6.3106,-35.4789,20.53,94,3,4.01,BR,1723606599
373,urangan,-25.3,152.9,19.86,86,9,3.66,AU,1723606601
374,ternate,0.8,127.4,27.59,75,96,4.61,ID,1723606602
375,brisas de zicatela,15.8369,-97.0419,26.91,85,31,2.74,MX,1723606604
376,sofifi,0.7349,127.576,27.17,78,98,4.74,ID,1723606605
377,ta`u,-14.2336,-169.5144,24.5,75,100,8.79,AS,1723606607
378,cabo san lucas,22.8909,-109.9124,30.17,65,20,3.09,MX,1723606608
379,susuman,62.7833,148.1667,5.9,71,100,5.38,RU,1723606610
380,shibganj,24.6829,88.1598,31.93,67,100,3.59,BD,1723606611
381,vorgashor,67.5833,63.95,14.5,70,98,6.79,RU,1723606612
382,taos,36.4072,-105.5731,16.22,88,96,4.47,US,1723606616
383,karratha,-20.7377,116.8463,29.46,28,0,2.12,AU,1723606617
384,kapa'a,22.0752,-159.319,27.28,71,20,8.23,US,1723606619
385,neiafu,-18.65,-173.9833,24.38,50,40,4.63,TO,1723606620
386,mount pleasant,32.7941,-79.8626,25.56,97,20,0.89,US,1723606351
387,kavaratti,10.5669,72.642,27.47,83,100,9.89,IN,1723606623
388,machida,35.5403,139.4508,34.79,55,75,2.57,JP,1723606625
389,asilah,35.465,-6.0348,20.98,84,34,3.31,MA,1723606626
390,dalbandin,28.8947,64.4101,33.62,37,5,3.33,PK,1723606628
391,cambria,35.5641,-121.0808,23.76,76,0,0.83,US,1723606629
392,lompoc,34.6391,-120.4579,15.4,80,0,3.09,US,1723606440
393,khilok,51.3674,110.4676,29.83,40,9,0.81,RU,1723606632
394,boskovice,49.4875,16.66,19.63,73,2,1.63,CZ,1723606635
395,stanthorpe,-28.6667,151.95,14.68,98,100,3.67,AU,1723606636
396,saldanha,-33.0117,17.9442,11.03,75,100,6.1,ZA,1723606638
397,sovetskaya gavan',48.9723,140.2878,20.47,76,68,1.87,RU,1723606641
398,nizhnesortymskiy,62.4397,71.7603,14.22,89,100,9.32,RU,1723606642
399,san pedro pochutla,15.7333,-96.4667,25.95,89,98,1.89,MX,1723606643
400,shingu,33.7333,135.9833,30.96,63,43,3.19,JP,1723606645
401,manado,1.487,124.8455,31.43,66,40,1.54,ID,1723606646
402,maamba,-17.3667,27.15,15.1,29,0,1.17,ZM,1723606648
403,khandyga,62.6667,135.6,10.12,69,100,2.02,RU,1723606649
404,toliara,-23.35,43.6667,20.83,59,0,1.53,MG,1723606651
405,heyuan,23.7333,114.6833,27.41,85,100,1.53,CN,1723606653
406,guanare,9.0418,-69.7421,21.45,98,100,0.86,VE,1723606654
407,mando,10.7167,6.5667,21.2,98,100,2.42,NG,1723606655
408,arno,60.1167,18.6333,17.1,71,100,2.66,SE,1723606657
409,hailey,43.5196,-114.3153,19.62,38,18,3.55,US,1723606658
410,guatrache,-37.6678,-63.5302,10.75,45,97,3.77,AR,1723606660
411,malvan,16.0667,73.4667,28.27,76,100,3.86,IN,1723606661
412,kitee,62.1,30.15,15.24,72,96,1.26,FI,1723606663
413,monteagudo,-19.8167,-63.9833,9.74,51,33,1.23,BO,1723606664
414,shuangjiang,26.1547,109.7138,28.03,76,100,1.14,CN,1723606666
415,talakan,50.3167,130.3667,29.97,45,2,1.82,RU,1723606669
416,auburn,47.3073,-122.2284,20.12,74,100,3.6,US,1723606670
417,letlhakeng,-24.0944,25.0298,13.3,22,23,6.34,BW,1723606672
418,arcos,-20.2819,-45.5394,13.63,48,100,1.86,BR,1723606673
419,sarkand,45.41,79.9186,32.87,15,3,4.69,KZ,1723606676
420,taulaga,-11.0553,-171.0883,26.54,82,35,8.07,AS,1723606678
421,jumla,29.2747,82.1838,20.69,73,100,2.34,NP,1723606679
422,lagoa formosa,-18.7786,-46.4075,14.44,27,100,2.02,BR,1723606680
423,la paz,-16.5,-68.15,8.1,66,20,2.06,BO,1723606682
424,sinop,41.7711,34.8709,14.24,40,0,1.55,TR,1723606684
425,barabai,-2.5833,115.3833,33.79,48,13,0.84,ID,1723606686
426,tyukhtet,56.5389,89.3011,21.7,62,6,3.35,RU,1723606687
427,christchurch,-43.5333,172.6333,15.93,49,15,4.12,NZ,1723605874
428,onega,63.9061,38.1404,10.31,82,82,4.21,RU,1723606692
429,watampone,-4.5386,120.3279,29.15,55,11,5.04,ID,1723606693
430,palmas,-10.2128,-48.3603,31.66,62,0,2.06,BR,1723606695
431,ciudad lazaro cardenas,17.9583,-102.2,27.4,81,94,0.96,MX,1723606696
432,chimoio,-19.1164,33.4833,15.92,100,2,1.62,MZ,1723606698
433,lagunas,-5.2269,-75.6753,22.99,66,41,1.15,PE,1723606700
434,auki,-8.7676,160.7034,29.39,69,56,2.16,SB,1723606702
435,nyurba,63.2842,118.3319,14.09,51,98,2.15,RU,1723606703
436,pedra branca,-5.4542,-39.7172,19.1,88,4,2.0,BR,1723606704
437,san jose del cabo,23.0589,-109.6977,30.16,75,75,3.6,MX,1723606706
438,qarauyl,48.9451,79.255,31.26,19,0,3.7,KZ,1723606707
439,ust-tsilma,65.441,52.1498,13.45,69,67,4.48,RU,1723606709
440,saint-jean-de-monts,46.7833,-2.0667,18.49,91,100,2.24,FR,1723606710
441,nicoya,10.1483,-85.452,24.49,93,100,0.17,CR,1723606712
442,lohmar,50.8333,7.2167,21.45,86,0,3.6,DE,1723606714
443,bukama,-9.2,25.85,20.11,31,1,1.4,CD,1723606716
444,fort st. john,56.2499,-120.8529,14.94,88,100,2.57,CA,1723606717
445,bonthe,7.5264,-12.505,24.22,92,100,4.29,SL,1723606719
446,montrose,38.4166,-108.2673,10.76,89,74,1.0,US,1723606721
447,midland,31.9974,-102.0779,32.37,33,0,5.66,US,1723606722
448,albu kamal,34.45,40.9186,31.43,34,0,3.28,SY,1723606724
449,faya-largeau,17.9257,19.1043,31.28,51,87,2.56,TD,1723606726
450,zarah sharan,33.1467,68.7917,25.38,50,0,1.2,AF,1723606728
451,road town,18.4167,-64.6167,26.05,90,100,18.29,VG,1723606729
452,yeniseysk,58.4497,92.1703,22.53,43,5,2.47,RU,1723606732
453,malindi,-3.2175,40.1191,24.57,81,10,5.47,KE,1723606733
454,uturoa,-16.7333,-151.4333,24.89,76,34,2.89,PF,1723606735
455,alofi,-19.0595,-169.9187,23.94,50,20,4.12,NU,1723606736
456,ulsteinvik,62.3432,5.8487,16.84,87,100,2.38,NO,1723606738
457,goure,13.9835,10.2704,22.95,86,100,4.46,NE,1723606739
458,grand baie,-20.0182,57.5802,21.26,87,78,0.89,MU,1723606741
459,altayskoye,51.9533,85.3325,25.03,48,74,1.41,RU,1723606743
460,chabahar,25.2919,60.643,27.54,78,73,3.68,IR,1723606744
461,hailar,49.2,119.7,29.05,35,0,0.52,CN,1723606746
462,touros,-5.1989,-35.4608,24.2,78,0,6.42,BR,1723606747
463,qulsary,46.9531,54.0198,26.09,47,3,7.23,KZ,1723606749
464,hilo,19.7297,-155.09,27.93,78,20,4.12,US,1723606750
465,kosong,38.3788,128.4676,29.27,70,4,2.65,KR,1723606751
466,codrington,-38.2667,141.9667,19.12,56,72,5.74,AU,1723606753
467,sanctuary point,-35.1114,150.629,16.29,90,100,1.19,AU,1723606754
468,jaru,-10.4389,-62.4664,24.34,34,0,0.99,BR,1723606756
469,ishigaki,24.3448,124.1572,31.07,79,75,3.09,JP,1723606757
470,paraipaba,-3.4394,-39.1483,24.15,81,1,3.66,BR,1723606759
471,kintinku,-5.8833,35.2333,18.5,60,8,1.19,TZ,1723606760
472,ayacucho,-13.1583,-74.2239,9.55,81,4,1.39,PE,1723606762
473,chifeng,42.2683,118.9636,25.27,60,98,0.89,CN,1723606764
474,ust-nera,64.5667,143.2,10.96,56,100,2.91,RU,1723606765
475,baklan,37.9769,29.6086,14.16,34,0,1.7,TR,1723606767
476,gejiu,23.306,103.1635,19.22,71,100,0.78,CN,1723606768
477,irituia,-1.7711,-47.4381,22.38,98,46,1.38,BR,1723606770
478,dombarovskiy,50.7587,59.5386,19.52,47,37,8.08,RU,1723606771
479,puerto madryn,-42.7692,-65.0385,9.55,56,100,7.53,AR,1723606772
480,nadi,-17.8,177.4167,26.0,44,40,7.72,FJ,1723606775
481,lira,2.235,32.9097,17.43,93,34,0.89,UG,1723606777
482,changde,29.0464,111.6783,32.18,60,5,4.78,CN,1723606778
483,kerikeri,-35.2268,173.9474,14.41,66,7,2.08,NZ,1723606780
484,camilla,31.2313,-84.2105,28.5,53,78,1.21,US,1723606781
485,soe,-9.8607,124.284,29.35,19,3,3.74,ID,1723606783
486,coronel dorrego,-38.7187,-61.2873,11.17,49,100,2.75,AR,1723606784
487,abu jibeha,11.4562,31.2285,21.64,91,84,0.98,SD,1723606786
488,khuzdar,27.7384,66.6434,29.09,60,83,1.0,PK,1723606788
489,daru,-9.0763,143.2092,27.66,75,58,5.3,PG,1723606789
490,pittsfield,42.4501,-73.2454,17.89,92,0,0.0,US,1723606791
491,la gomera,14.0833,-91.05,24.65,90,79,1.31,GT,1723606792
492,yei,4.095,30.6779,18.53,97,99,0.45,SS,1723606794
493,qamdo,31.1667,97.2333,12.35,58,100,3.42,CN,1723606795
494,turpan,42.9333,89.1667,37.27,16,2,0.9,CN,1723606797
495,strezhevoy,60.7333,77.5889,20.11,62,100,8.98,RU,1723606798
496,flin flon,54.7682,-101.865,19.14,54,86,3.09,CA,1723606800
497,sorong,-0.8833,131.25,27.29,81,66,2.9,ID,1723606801
498,jinchang,38.4953,102.1739,25.22,30,53,3.37,CN,1723606803
499,jiujiang,29.7333,115.9833,31.66,65,23,4.0,CN,1723606804
500,ancud,-41.8697,-73.8203,8.89,94,100,3.0,CL,1723606806
501,alotau,-10.3069,150.4462,30.0,63,49,3.06,PG,1723606807
502,siedlce,52.1677,22.2901,12.74,78,0,3.4,PL,1723606809
503,katsuura,35.1333,140.3,32.01,75,0,3.44,JP,1723606810
504,mitu,1.1983,-70.1733,21.67,97,100,0.81,CO,1723606812
505,pikalevo,59.5183,34.1664,8.18,80,14,2.65,RU,1723606814
506,melo,-32.3667,-54.1833,5.68,88,0,2.13,UY,1723606815
507,port saint john's,-31.6229,29.5448,20.94,39,0,8.06,ZA,1723606817
508,murun-kuren,49.6342,100.1625,19.08,57,67,4.45,MN,1723606818
509,kokopo,-4.352,152.2633,29.22,71,88,2.33,PG,1723606820
510,kani keli,-12.9536,45.1033,22.59,69,7,2.15,YT,1723606821
511,al ghayzah,16.2079,52.176,24.8,88,44,1.87,YE,1723606823
512,tosontsengel,48.7567,98.2839,17.64,56,30,2.2,MN,1723606824
513,lata,40.1629,-8.3327,18.37,99,70,1.36,PT,1723606826
514,semenivka,52.1783,32.5818,12.52,87,0,3.07,UA,1723606827
515,oliveira dos brejinhos,-12.3169,-42.8961,23.35,64,81,5.61,BR,1723606828
516,tandlianwala,31.0333,73.1333,35.94,46,0,4.55,PK,1723606830
517,tulun,54.5611,100.5792,18.94,62,100,1.83,RU,1723606831
518,beau vallon,-20.4189,57.6953,21.13,78,75,6.69,MU,1723606833
519,binjai,3.6001,98.4854,25.97,60,100,1.36,ID,1723606834
520,canto do buriti,-8.11,-42.9444,27.04,35,57,3.06,BR,1723606836
521,alghero,40.5589,8.3181,22.05,100,0,1.54,IT,1723606838
522,larkird,35.4894,66.6641,23.5,26,0,1.88,AF,1723606839
523,francisco i. madero,29.7059,-107.8043,16.24,85,100,1.91,MX,1723606841
524,prince albert,53.2001,-105.7677,19.97,83,75,3.09,CA,1723606842
525,kuching,1.55,110.3333,30.19,87,40,1.03,MY,1723606844
526,altamont,42.2068,-121.7372,20.91,37,0,8.75,US,1723606845
527,ayr,55.4627,-4.6339,10.84,93,0,1.54,GB,1723606847
528,taoudenni,22.6783,-3.9836,35.15,10,13,3.32,ML,1723606848
529,iwon-up,40.3231,128.6553,26.85,84,46,2.13,KP,1723606850
530,balsas,-7.5325,-46.0356,30.0,26,94,2.05,BR,1723606851
531,at taj,24.2049,23.2857,29.66,54,4,4.59,LY,1723606853
532,smirnykh,49.75,142.8333,25.12,69,29,2.76,RU,1723606854
533,rio grande,-32.035,-52.0986,6.64,82,0,3.82,BR,1723606856
534,hassi messaoud,31.6804,6.0729,30.92,20,1,1.54,DZ,1723606857
535,porto novo,6.4965,2.6036,23.56,88,40,2.93,BJ,1723606859
536,barranca,-10.75,-77.7667,15.68,86,25,2.6,PE,1723606860
537,conde,-7.2597,-34.9075,21.7,100,20,2.57,BR,1723606862
538,lysekil,58.2743,11.4358,16.68,84,100,6.88,SE,1723606863
539,san mariano,7.5,126.0,29.78,70,87,1.8,PH,1723606865
540,isabela,6.7085,121.9711,30.03,67,100,1.78,PH,1723606866
541,namibe,-15.1961,12.1522,15.86,91,0,3.46,AO,1723606868
542,crane,31.3974,-102.3501,31.42,33,0,7.74,US,1723606869
543,port isabel,26.0734,-97.2086,29.02,84,20,5.14,US,1723606872
544,belomorsk,64.5232,34.7668,11.76,77,5,3.05,RU,1723606874
545,leava,-14.3,-178.1667,24.74,69,77,9.05,WF,1723606876
546,ulladulla,-35.35,150.4667,17.65,83,100,1.62,AU,1723606877
547,necochea,-38.5473,-58.7368,9.61,68,100,3.2,AR,1723606879
548,micheweni,-4.9667,39.8333,23.93,84,99,3.1,TZ,1723606880
549,kiato,38.0167,22.75,23.89,41,0,0.89,GR,1723606882
550,clinton,42.587,-82.9199,21.7,76,20,2.57,US,1723606883
551,la passe,45.5549,-0.8967,19.13,88,100,1.73,FR,1723606885
552,chajari,-30.7505,-57.9796,7.41,81,0,2.44,AR,1723606886
553,fonte boa,-2.4959,-66.2662,23.03,84,91,0.82,BR,1723606888
554,santander,43.4647,-3.8044,19.22,93,100,4.12,ES,1723606889
555,puerto rico,-26.796,-55.024,7.19,83,0,1.02,AR,1723606891
556,orange walk,17.8333,-88.8333,24.34,98,90,0.87,BZ,1723606892
557,zapala,-38.8992,-70.0544,8.93,54,100,2.86,AR,1723606893
558,dauphin,51.1494,-100.0502,19.08,77,0,2.06,CA,1723606895
559,mana,5.6592,-53.7767,26.12,79,77,5.16,GF,1723606896
560,namtsy,62.7161,129.6658,18.37,39,36,4.87,RU,1723606898
561,bandar-e genaveh,29.5791,50.517,33.01,57,12,1.08,IR,1723606899
562,winburg,-28.518,27.0093,5.28,43,3,4.54,ZA,1723606901
563,talas,38.6908,35.5538,13.37,77,0,3.09,TR,1723606902
564,arkalyk,50.2486,66.9114,21.94,36,2,7.79,KZ,1723606904
565,adre,13.4667,22.2,22.62,83,100,4.07,TD,1723606905
566,nha trang,12.25,109.1833,33.0,57,68,4.05,VN,1723606907
567,kwekwe,-18.9281,29.8149,10.61,53,0,0.96,ZW,1723606909
568,homosassa springs,28.8036,-82.5759,27.91,83,0,0.0,US,1723606910
569,menongue,-14.6585,17.691,10.98,20,0,1.72,AO,1723606912
570,usinsk,65.9939,57.5281,13.8,74,79,9.81,RU,1723606913
571,severnoye,56.3491,78.3619,17.43,90,98,4.66,RU,1723606915
572,ghadamis,30.1337,9.5007,30.84,20,0,4.39,LY,1723606916
573,konigsbach-stein,48.9667,8.6167,20.43,93,1,1.84,DE,1723606918
574,zhengjiatun,43.5064,123.5064,26.6,69,100,3.29,CN,1723606919
